time;escaped_particles
9.900000000000013;43
23.549999999999955;120
35.84999999999984;181
36.59999999999983;183
19.79999999999999;98
33.59999999999986;170
34.34999999999985;174
32.849999999999866;168
32.09999999999987;164
18.300000000000004;91
20.549999999999983;103
12.150000000000018;55
19.049999999999997;94
19.199999999999996;95
19.94999999999999;100
18.450000000000003;92
17.70000000000001;88
16.950000000000017;83
16.200000000000024;77
0.44999999999999996;0
23.699999999999953;121
13.350000000000021;62
12.60000000000002;58
8.100000000000009;33
8.85000000000001;36
9.600000000000012;41
21.449999999999974;109
25.949999999999932;132
11.100000000000016;46
11.850000000000017;55
20.69999999999998;103
25.19999999999994;128
22.199999999999967;114
24.449999999999946;125
22.94999999999996;117
10.350000000000014;45
5.5500000000000025;18
0.9;0
6.300000000000004;22
4.049999999999999;11
7.800000000000008;30
26.699999999999925;137
28.949999999999903;148
7.050000000000006;25
28.19999999999991;144
4.800000000000001;15
27.449999999999918;141
30.44999999999989;155
29.699999999999896;151
31.199999999999882;159
31.949999999999875;162
2.3999999999999995;4
1.7999999999999996;2
3.149999999999999;7
40.94999999999979;196
40.1999999999998;196
38.69999999999981;191
43.19999999999977;199
1.05;0
39.449999999999804;194
3.8999999999999986;11
41.69999999999978;198
42.449999999999775;199
29.849999999999895;152
29.099999999999902;148
30.599999999999888;156
31.34999999999988;159
41.399999999999785;198
42.14999999999978;199
40.64999999999979;196
39.8999999999998;195
42.89999999999977;199
43.649999999999764;200
37.64999999999982;188
36.89999999999983;185
38.399999999999814;190
39.14999999999981;193
35.39999999999984;179
36.149999999999835;182
33.89999999999986;172
34.64999999999985;175
33.149999999999864;169
32.39999999999987;165
14.100000000000023;66
14.850000000000025;72
15.600000000000026;76
9.300000000000011;37
11.550000000000017;51
10.050000000000013;44
6.150000000000004;22
15.300000000000026;74
10.800000000000015;45
4.65;14
5.400000000000002;18
14.550000000000024;70
12.300000000000018;56
13.800000000000022;65
13.05000000000002;62
16.350000000000023;78
43.499999999999766;199
3.449999999999999;8
2.6999999999999993;5
1.6499999999999997;2
20.84999999999998;104
20.099999999999987;101
37.49999999999982;186
38.249999999999815;190
41.99999999999978;198
42.74999999999977;199
22.349999999999966;114
38.99999999999981;193
41.24999999999979;197
21.599999999999973;109
39.7499999999998;195
40.499999999999794;196
18.6;93
35.99999999999984;182
34.49999999999985;175
36.74999999999983;184
19.349999999999994;96
35.249999999999844;177
33.74999999999986;171
17.85000000000001;89
32.999999999999865;168
32.24999999999987;165
17.100000000000016;83
25.349999999999937;129
24.599999999999945;125
23.09999999999996;118
27.599999999999916;141
6.900000000000006;25
23.84999999999995;122
7.6500000000000075;29
26.09999999999993;135
28.34999999999991;144
8.55000000000001;35
26.849999999999923;137
22.499999999999964;115
36.44999999999983;182
35.69999999999984;180
37.94999999999982;188
23.249999999999957;118
37.199999999999825;185
34.199999999999854;173
23.99999999999995;122
34.94999999999985;176
33.44999999999986;170
32.69999999999987;168
20.249999999999986;102
24.749999999999943;126
19.499999999999993;97
21.74999999999997;111
20.99999999999998;106
26.999999999999922;139
27.749999999999915;141
26.24999999999993;135
25.499999999999936;129
29.2499999999999;149
28.499999999999908;145
30.749999999999886;157
29.999999999999893;152
31.49999999999988;159
0.75;0
3.7499999999999987;9
2.999999999999999;5
2.2499999999999996;4
