time;escaped_particles
43.79999999999976;199
42.29999999999978;199
43.04999999999977;199
1.4999999999999998;2
39.299999999999805;197
37.04999999999983;193
41.549999999999784;199
36.299999999999834;190
40.79999999999979;199
40.0499999999998;199
37.79999999999982;195
38.54999999999981;196
34.79999999999985;183
35.54999999999984;187
4.5;12
33.29999999999986;179
34.049999999999855;182
32.54999999999987;173
7.500000000000007;35
5.250000000000002;16
6.0000000000000036;22
6.750000000000005;30
15.000000000000025;78
15.750000000000027;84
14.250000000000023;75
12.000000000000018;63
12.75000000000002;69
9.00000000000001;42
9.750000000000012;47
8.250000000000009;37
13.500000000000021;72
10.500000000000014;55
11.250000000000016;59
18.000000000000007;97
18.75;100
17.250000000000014;93
16.50000000000002;88
10.200000000000014;50
10.950000000000015;57
8.70000000000001;40
9.450000000000012;47
18.9;101
21.149999999999977;116
20.399999999999984;112
11.700000000000017;61
19.64999999999999;105
13.20000000000002;71
13.950000000000022;74
12.450000000000019;66
14.700000000000024;77
18.150000000000006;97
15.450000000000026;82
17.400000000000013;93
16.65000000000002;88
24.14999999999995;133
2.5499999999999994;4
26.399999999999928;143
22.649999999999963;125
21.89999999999997;119
27.14999999999992;147
1.3499999999999999;2
23.399999999999956;128
25.649999999999935;140
3.299999999999999;8
24.89999999999994;137
28.649999999999906;155
7.350000000000007;35
27.899999999999913;151
6.600000000000005;29
30.149999999999892;166
4.35;11
29.3999999999999;159
30.899999999999885;169
31.649999999999878;170
5.100000000000001;16
5.850000000000003;21
26.549999999999926;143
25.799999999999933;140
25.04999999999994;137
24.299999999999947;133
28.049999999999912;152
27.29999999999992;148
29.549999999999898;160
28.799999999999905;156
30.29999999999989;168
31.049999999999883;169
31.799999999999876;170
1.2;1
3.5999999999999988;9
5.700000000000003;21
7.200000000000006;34
7.950000000000008;35
6.450000000000005;29
2.0999999999999996;4
2.849999999999999;5
1.9499999999999995;3
0.6;0
4.199999999999999;10
4.950000000000001;13
0.3;0
17.55000000000001;95
16.80000000000002;90
16.050000000000026;85
42.599999999999774;199
43.34999999999977;199
