time;escaped_particles
38.399999999999814;194
39.14999999999981;197
35.39999999999984;185
36.149999999999835;187
33.89999999999986;180
34.64999999999985;183
33.149999999999864;178
32.39999999999987;176
14.100000000000023;76
14.850000000000025;80
15.600000000000026;82
9.300000000000011;45
11.550000000000017;60
10.050000000000013;50
6.150000000000004;23
15.300000000000026;81
10.800000000000015;55
4.65;16
5.400000000000002;20
14.550000000000024;78
12.300000000000018;62
13.800000000000022;75
13.05000000000002;70
16.350000000000023;89
44.24999999999976;198
43.499999999999766;198
45.749999999999744;199
44.99999999999975;199
3.449999999999999;9
2.6999999999999993;7
1.6499999999999997;3
20.84999999999998;113
20.099999999999987;108
37.49999999999982;191
38.249999999999815;194
41.99999999999978;198
42.74999999999977;198
22.349999999999966;121
38.99999999999981;196
41.24999999999979;198
21.599999999999973;118
39.7499999999998;198
40.499999999999794;198
18.6;99
35.99999999999984;186
34.49999999999985;183
36.74999999999983;188
19.349999999999994;105
35.249999999999844;185
33.74999999999986;179
17.85000000000001;96
32.999999999999865;177
32.24999999999987;175
17.100000000000016;92
25.349999999999937;140
24.599999999999945;135
23.09999999999996;127
27.599999999999916;153
6.900000000000006;26
23.84999999999995;130
7.6500000000000075;35
26.09999999999993;145
28.34999999999991;157
8.55000000000001;41
26.849999999999923;148
22.499999999999964;122
36.44999999999983;188
35.69999999999984;185
37.94999999999982;192
23.249999999999957;128
37.199999999999825;190
34.199999999999854;182
23.99999999999995;131
34.94999999999985;184
33.44999999999986;178
32.69999999999987;176
20.249999999999986;110
24.749999999999943;136
19.499999999999993;105
21.74999999999997;119
20.99999999999998;114
26.999999999999922;149
27.749999999999915;154
26.24999999999993;147
25.499999999999936;142
29.2499999999999;160
28.499999999999908;157
30.749999999999886;167
29.999999999999893;161
31.49999999999988;170
0.75;2
3.7499999999999987;10
2.999999999999999;7
2.2499999999999996;4
