time;escaped_particles
42.14999999999978;198
40.64999999999979;196
39.8999999999998;195
37.64999999999982;189
36.89999999999983;188
38.399999999999814;193
39.14999999999981;194
35.39999999999984;181
36.149999999999835;183
33.89999999999986;175
34.64999999999985;179
33.149999999999864;172
32.39999999999987;170
14.100000000000023;73
14.850000000000025;80
15.600000000000026;85
9.300000000000011;44
11.550000000000017;56
10.050000000000013;46
6.150000000000004;25
15.300000000000026;81
10.800000000000015;50
4.65;18
5.400000000000002;21
14.550000000000024;76
12.300000000000018;60
13.800000000000022;71
13.05000000000002;65
16.350000000000023;90
3.449999999999999;11
2.6999999999999993;8
1.6499999999999997;5
20.84999999999998;110
20.099999999999987;108
37.49999999999982;189
38.249999999999815;192
41.99999999999978;198
22.349999999999966;119
38.99999999999981;194
41.24999999999979;196
21.599999999999973;115
39.7499999999998;195
40.499999999999794;196
18.6;100
35.99999999999984;182
34.49999999999985;178
36.74999999999983;186
19.349999999999994;104
35.249999999999844;180
33.74999999999986;174
17.85000000000001;98
32.999999999999865;172
32.24999999999987;169
17.100000000000016;94
25.349999999999937;141
24.599999999999945;135
23.09999999999996;124
27.599999999999916;150
6.900000000000006;30
23.84999999999995;129
7.6500000000000075;34
26.09999999999993;143
28.34999999999991;153
8.55000000000001;41
26.849999999999923;147
22.499999999999964;122
36.44999999999983;185
35.69999999999984;182
37.94999999999982;190
23.249999999999957;125
37.199999999999825;188
34.199999999999854;176
23.99999999999995;130
34.94999999999985;179
33.44999999999986;173
32.69999999999987;171
20.249999999999986;108
24.749999999999943;137
19.499999999999993;104
21.74999999999997;115
20.99999999999998;111
26.999999999999922;148
27.749999999999915;151
26.24999999999993;144
25.499999999999936;141
29.2499999999999;158
28.499999999999908;154
30.749999999999886;163
29.999999999999893;160
31.49999999999988;166
0.75;2
3.7499999999999987;12
2.999999999999999;9
2.2499999999999996;7
