time;escaped_particles
42.29999999999978;199
1.4999999999999998;5
39.299999999999805;194
37.04999999999983;188
41.549999999999784;197
36.299999999999834;184
40.79999999999979;196
40.0499999999998;195
37.79999999999982;190
38.54999999999981;193
34.79999999999985;179
35.54999999999984;181
4.5;17
33.29999999999986;172
34.049999999999855;176
32.54999999999987;170
7.500000000000007;34
5.250000000000002;21
6.0000000000000036;24
6.750000000000005;29
15.000000000000025;80
15.750000000000027;85
14.250000000000023;74
12.000000000000018;60
12.75000000000002;63
9.00000000000001;43
9.750000000000012;46
8.250000000000009;39
13.500000000000021;69
10.500000000000014;50
11.250000000000016;54
18.000000000000007;98
18.75;101
17.250000000000014;95
16.50000000000002;90
10.200000000000014;48
10.950000000000015;50
8.70000000000001;42
9.450000000000012;46
18.9;101
21.149999999999977;113
20.399999999999984;109
11.700000000000017;56
19.64999999999999;105
13.20000000000002;67
13.950000000000022;72
12.450000000000019;61
14.700000000000024;79
18.150000000000006;98
15.450000000000026;83
17.400000000000013;96
16.65000000000002;90
24.14999999999995;131
2.5499999999999994;8
26.399999999999928;144
22.649999999999963;123
21.89999999999997;116
27.14999999999992;148
1.3499999999999999;4
23.399999999999956;127
25.649999999999935;141
3.299999999999999;11
24.89999999999994;138
28.649999999999906;154
7.350000000000007;33
27.899999999999913;152
6.600000000000005;29
30.149999999999892;161
4.35;16
29.3999999999999;158
30.899999999999885;164
31.649999999999878;166
5.100000000000001;19
5.850000000000003;22
26.549999999999926;145
25.799999999999933;142
25.04999999999994;138
24.299999999999947;133
28.049999999999912;152
27.29999999999992;148
29.549999999999898;159
28.799999999999905;155
30.29999999999989;161
31.049999999999883;165
31.799999999999876;167
1.2;4
3.5999999999999988;12
5.700000000000003;22
7.200000000000006;32
7.950000000000008;37
6.450000000000005;27
2.0999999999999996;7
2.849999999999999;9
1.9499999999999995;7
0.6;1
4.199999999999999;15
4.950000000000001;18
0.3;1
17.55000000000001;96
16.80000000000002;92
16.050000000000026;88
42.599999999999774;200
41.84999999999978;198
41.09999999999979;196
0.15;0
10.650000000000015;50
11.400000000000016;54
38.09999999999982;192
9.150000000000011;44
12.90000000000002;64
38.84999999999981;194
8.40000000000001;40
13.650000000000022;70
22.04999999999997;117
39.5999999999998;195
15.900000000000027;88
21.299999999999976;114
22.79999999999996;123
40.349999999999795;196
15.150000000000025;80
14.400000000000023;75
35.099999999999845;179
37.349999999999824;189
9.900000000000013;46
23.549999999999955;127
35.84999999999984;182
36.59999999999983;185
19.79999999999999;106
33.59999999999986;173
34.34999999999985;177
32.849999999999866;171
32.09999999999987;168
18.300000000000004;98
20.549999999999983;109
12.150000000000018;60
19.049999999999997;102
19.199999999999996;103
19.94999999999999;106
18.450000000000003;99
17.70000000000001;97
16.950000000000017;94
16.200000000000024;89
0.44999999999999996;1
23.699999999999953;127
13.350000000000021;68
12.60000000000002;62
8.100000000000009;38
8.85000000000001;43
9.600000000000012;46
21.449999999999974;115
25.949999999999932;143
11.100000000000016;52
11.850000000000017;59
20.69999999999998;110
25.19999999999994;140
22.199999999999967;118
24.449999999999946;135
22.94999999999996;124
10.350000000000014;48
5.5500000000000025;21
0.9;2
6.300000000000004;26
4.049999999999999;15
7.800000000000008;36
26.699999999999925;146
28.949999999999903;155
7.050000000000006;31
28.19999999999991;152
4.800000000000001;18
27.449999999999918;149
30.44999999999989;162
29.699999999999896;160
31.199999999999882;165
31.949999999999875;168
2.3999999999999995;7
1.7999999999999996;7
3.149999999999999;11
40.94999999999979;196
40.1999999999998;196
38.69999999999981;193
1.05;3
39.449999999999804;194
3.8999999999999986;13
41.69999999999978;198
42.449999999999775;199
29.849999999999895;160
29.099999999999902;157
30.599999999999888;163
31.34999999999988;165
41.399999999999785;196
