time;escaped_particles
42.599999999999774;199
43.34999999999977;199
41.84999999999978;199
41.09999999999979;199
44.84999999999975;199
44.09999999999976;199
0.15;0
10.650000000000015;56
11.400000000000016;61
38.09999999999982;197
9.150000000000011;44
12.90000000000002;72
38.84999999999981;198
8.40000000000001;41
13.650000000000022;76
22.04999999999997;120
39.5999999999998;199
15.900000000000027;90
21.299999999999976;117
22.79999999999996;124
40.349999999999795;199
15.150000000000025;85
14.400000000000023;78
35.099999999999845;187
37.349999999999824;195
9.900000000000013;49
23.549999999999955;129
35.84999999999984;190
36.59999999999983;193
19.79999999999999;111
33.59999999999986;183
34.34999999999985;185
32.849999999999866;180
32.09999999999987;177
18.300000000000004;105
20.549999999999983;115
12.150000000000018;67
19.049999999999997;110
19.199999999999996;110
19.94999999999999;112
18.450000000000003;106
17.70000000000001;101
16.950000000000017;96
16.200000000000024;92
0.44999999999999996;1
23.699999999999953;130
13.350000000000021;74
12.60000000000002;70
8.100000000000009;38
8.85000000000001;43
9.600000000000012;47
21.449999999999974;118
25.949999999999932;145
11.100000000000016;59
11.850000000000017;65
20.69999999999998;115
25.19999999999994;140
22.199999999999967;121
24.449999999999946;135
22.94999999999996;124
10.350000000000014;53
5.5500000000000025;22
0.9;1
6.300000000000004;27
4.049999999999999;11
7.800000000000008;36
26.699999999999925;149
28.949999999999903;160
7.050000000000006;30
28.19999999999991;157
4.800000000000001;17
27.449999999999918;152
30.44999999999989;169
29.699999999999896;164
31.199999999999882;172
31.949999999999875;177
2.3999999999999995;4
44.699999999999754;199
1.7999999999999996;3
3.149999999999999;7
40.94999999999979;199
40.1999999999998;199
38.69999999999981;198
43.19999999999977;199
1.05;1
39.449999999999804;199
43.94999999999976;199
3.8999999999999986;11
41.69999999999978;199
42.449999999999775;199
29.849999999999895;165
29.099999999999902;160
30.599999999999888;170
31.34999999999988;172
41.399999999999785;199
42.14999999999978;199
40.64999999999979;199
39.8999999999998;199
42.89999999999977;199
45.14999999999975;199
43.649999999999764;199
44.39999999999976;199
37.64999999999982;197
36.89999999999983;194
38.399999999999814;198
39.14999999999981;199
35.39999999999984;188
36.149999999999835;192
33.89999999999986;184
34.64999999999985;186
33.149999999999864;182
32.39999999999987;179
14.100000000000023;77
14.850000000000025;85
15.600000000000026;89
9.300000000000011;44
11.550000000000017;62
10.050000000000013;50
6.150000000000004;27
15.300000000000026;86
10.800000000000015;58
4.65;16
5.400000000000002;21
14.550000000000024;81
12.300000000000018;68
13.800000000000022;77
13.05000000000002;72
16.350000000000023;93
44.24999999999976;199
43.499999999999766;199
44.99999999999975;199
3.449999999999999;9
2.6999999999999993;6
1.6499999999999997;3
20.84999999999998;115
20.099999999999987;112
37.49999999999982;196
38.249999999999815;198
41.99999999999978;199
42.74999999999977;199
22.349999999999966;122
38.99999999999981;198
41.24999999999979;199
21.599999999999973;119
39.7499999999998;199
40.499999999999794;199
18.6;106
35.99999999999984;192
34.49999999999985;186
36.74999999999983;194
19.349999999999994;110
35.249999999999844;188
33.74999999999986;184
17.85000000000001;102
32.999999999999865;181
32.24999999999987;178
17.100000000000016;97
25.349999999999937;140
24.599999999999945;136
23.09999999999996;125
27.599999999999916;152
6.900000000000006;29
23.84999999999995;132
7.6500000000000075;35
26.09999999999993;146
28.34999999999991;157
8.55000000000001;42
26.849999999999923;150
22.499999999999964;122
36.44999999999983;193
35.69999999999984;190
37.94999999999982;197
23.249999999999957;126
37.199999999999825;195
34.199999999999854;185
23.99999999999995;133
34.94999999999985;186
33.44999999999986;183
32.69999999999987;180
20.249999999999986;112
24.749999999999943;137
19.499999999999993;111
21.74999999999997;119
20.99999999999998;116
26.999999999999922;151
27.749999999999915;153
26.24999999999993;146
25.499999999999936;143
29.2499999999999;161
28.499999999999908;157
30.749999999999886;170
29.999999999999893;166
31.49999999999988;173
0.75;1
3.7499999999999987;10
2.999999999999999;7
2.2499999999999996;3
