time;escaped_particles
43.79999999999976;199
42.29999999999978;199
44.549999999999756;199
43.04999999999977;199
45.29999999999975;200
1.4999999999999998;3
39.299999999999805;199
37.04999999999983;194
41.549999999999784;199
36.299999999999834;193
40.79999999999979;199
40.0499999999998;199
37.79999999999982;197
38.54999999999981;198
34.79999999999985;186
35.54999999999984;189
4.5;14
33.29999999999986;182
34.049999999999855;185
32.54999999999987;180
7.500000000000007;34
5.250000000000002;19
6.0000000000000036;24
6.750000000000005;27
15.000000000000025;85
15.750000000000027;89
14.250000000000023;77
12.000000000000018;66
12.75000000000002;71
9.00000000000001;43
9.750000000000012;49
8.250000000000009;39
13.500000000000021;75
10.500000000000014;54
11.250000000000016;60
18.000000000000007;103
18.75;106
17.250000000000014;97
16.50000000000002;94
10.200000000000014;51
10.950000000000015;59
8.70000000000001;42
9.450000000000012;47
18.9;109
21.149999999999977;116
20.399999999999984;114
11.700000000000017;64
19.64999999999999;111
13.20000000000002;74
13.950000000000022;77
12.450000000000019;69
14.700000000000024;83
18.150000000000006;104
15.450000000000026;87
17.400000000000013;99
16.65000000000002;94
24.14999999999995;133
2.5499999999999994;5
26.399999999999928;148
22.649999999999963;123
21.89999999999997;120
27.14999999999992;152
1.3499999999999999;2
23.399999999999956;129
25.649999999999935;143
3.299999999999999;7
24.89999999999994;137
28.649999999999906;159
7.350000000000007;32
27.899999999999913;156
6.600000000000005;27
30.149999999999892;167
4.35;13
29.3999999999999;163
30.899999999999885;171
31.649999999999878;174
5.100000000000001;18
5.850000000000003;24
26.549999999999926;149
25.799999999999933;144
25.04999999999994;140
24.299999999999947;134
28.049999999999912;157
27.29999999999992;152
29.549999999999898;164
28.799999999999905;160
30.29999999999989;167
31.049999999999883;172
31.799999999999876;175
1.2;1
3.5999999999999988;9
5.700000000000003;22
7.200000000000006;31
7.950000000000008;37
6.450000000000005;27
2.0999999999999996;3
2.849999999999999;6
1.9499999999999995;3
0.6;1
4.199999999999999;12
4.950000000000001;18
0.3;1
17.55000000000001;99
16.80000000000002;96
16.050000000000026;91
