simulation,t,n_t
0,9.112499999999958,-74
0,9.149999999999958,-74
0,9.187499999999957,-73
0,9.224999999999957,-73
0,9.262499999999957,-73
0,9.299999999999956,-73
0,9.337499999999956,-73
0,9.374999999999956,-73
0,9.412499999999955,-72
0,9.449999999999955,-72
0,9.487499999999955,-71
0,9.524999999999954,-71
0,9.562499999999954,-71
0,9.599999999999953,-71
0,9.637499999999953,-71
0,9.674999999999953,-71
0,9.712499999999952,-71
0,9.749999999999952,-71
0,9.787499999999952,-71
0,9.824999999999951,-70
0,9.862499999999951,-70
0,9.89999999999995,-69
0,9.93749999999995,-69
0,9.97499999999995,-68
0,10.01249999999995,-68
0,10.04999999999995,-68
0,10.087499999999949,-68
0,10.124999999999948,-68
0,10.162499999999948,-68
0,10.199999999999948,-67
0,10.237499999999947,-67
0,10.274999999999947,-66
0,10.312499999999947,-66
0,10.349999999999946,-66
0,10.387499999999946,-66
0,10.424999999999946,-66
0,10.462499999999945,-66
0,10.499999999999945,-66
0,10.537499999999945,-66
0,10.574999999999944,-64
0,10.612499999999944,-64
0,10.649999999999944,-64
0,10.687499999999943,-64
0,10.724999999999943,-64
0,10.762499999999942,-64
0,10.799999999999942,-64
0,10.837499999999942,-64
0,10.874999999999941,-64
0,10.912499999999941,-64
0,10.94999999999994,-63
0,10.98749999999994,-63
0,11.02499999999994,-63
0,11.06249999999994,-63
0,11.09999999999994,-63
0,11.137499999999939,-63
0,11.174999999999939,-62
0,11.212499999999938,-61
0,11.249999999999938,-61
0,11.287499999999937,-61
0,11.324999999999937,-61
0,11.362499999999937,-60
0,11.399999999999936,-60
0,11.437499999999936,-60
0,11.474999999999936,-60
0,11.512499999999935,-60
0,11.549999999999935,-60
0,11.587499999999935,-60
0,11.624999999999934,-59
0,11.662499999999934,-59
0,11.699999999999934,-59
0,11.737499999999933,-58
0,11.774999999999933,-58
0,11.812499999999932,-58
0,11.849999999999932,-58
0,11.887499999999932,-58
0,11.924999999999931,-58
0,11.962499999999931,-58
0,11.99999999999993,-58
0,12.03749999999993,-58
0,12.07499999999993,-57
0,12.11249999999993,-57
0,12.14999999999993,-56
0,12.187499999999929,-55
0,12.224999999999929,-55
0,12.262499999999928,-55
0,12.299999999999928,-55
0,12.337499999999928,-55
0,12.374999999999927,-55
0,12.412499999999927,-55
0,12.449999999999926,-55
0,12.487499999999926,-55
0,12.524999999999926,-55
0,12.562499999999925,-54
0,12.599999999999925,-54
0,12.637499999999925,-54
0,12.674999999999924,-54
0,12.712499999999924,-54
0,12.749999999999924,-53
0,12.787499999999923,-53
0,12.824999999999923,-52
0,12.862499999999923,-52
0,12.899999999999922,-52
0,12.937499999999922,-52
0,12.974999999999921,-52
0,13.012499999999921,-51
0,13.04999999999992,-51
0,13.08749999999992,-51
0,13.12499999999992,-51
0,13.16249999999992,-51
0,13.19999999999992,-51
0,13.237499999999919,-50
0,13.274999999999919,-49
0,13.312499999999918,-49
0,13.349999999999918,-49
0,13.387499999999918,-49
0,13.424999999999917,-49
0,13.462499999999917,-49
0,13.499999999999917,-48
0,13.537499999999916,-48
0,13.574999999999916,-48
0,13.612499999999915,-47
0,13.649999999999915,-47
0,13.687499999999915,-47
0,13.724999999999914,-47
0,13.762499999999914,-47
0,13.799999999999914,-46
0,13.837499999999913,-46
0,13.874999999999913,-45
0,13.912499999999913,-45
0,13.949999999999912,-44
0,13.987499999999912,-44
0,14.024999999999912,-44
0,14.062499999999911,-44
0,14.09999999999991,-44
0,14.13749999999991,-44
0,14.17499999999991,-43
0,14.21249999999991,-43
0,14.24999999999991,-43
0,14.287499999999909,-43
0,14.324999999999909,-43
0,14.362499999999908,-43
0,14.399999999999908,-42
0,14.437499999999908,-42
0,14.474999999999907,-41
0,14.512499999999907,-41
0,14.549999999999907,-41
0,14.587499999999906,-41
0,14.624999999999906,-41
0,14.662499999999905,-41
0,14.699999999999905,-41
0,14.737499999999905,-40
0,14.774999999999904,-40
0,14.812499999999904,-40
0,14.849999999999904,-40
0,14.887499999999903,-39
0,14.924999999999903,-39
0,14.962499999999903,-39
0,14.999999999999902,-39
0,15.037499999999902,-39
0,15.074999999999902,-39
0,15.112499999999901,-39
0,15.1499999999999,-38
0,15.1874999999999,-38
0,15.2249999999999,-38
0,15.2624999999999,-38
0,15.2999999999999,-38
0,15.337499999999899,-38
0,15.374999999999899,-38
0,15.412499999999898,-37
0,15.449999999999898,-37
0,15.487499999999898,-37
0,15.524999999999897,-37
0,15.562499999999897,-37
0,15.599999999999897,-37
0,15.637499999999896,-37
0,15.674999999999896,-37
0,15.712499999999896,-36
0,15.749999999999895,-36
0,15.787499999999895,-35
0,15.824999999999894,-35
0,15.862499999999894,-35
0,15.899999999999894,-35
0,15.937499999999893,-35
0,15.974999999999893,-35
0,16.012499999999893,-35
0,16.049999999999894,-35
0,16.087499999999896,-35
0,16.124999999999897,-35
0,16.1624999999999,-32
0,16.1999999999999,-32
0,16.2374999999999,-32
0,16.274999999999903,-32
0,16.312499999999904,-31
0,16.349999999999905,-31
0,16.387499999999907,-31
0,16.42499999999991,-31
0,16.46249999999991,-31
0,16.49999999999991,-30
0,16.537499999999913,-30
0,16.574999999999914,-30
0,16.612499999999915,-30
0,16.649999999999917,-30
0,16.68749999999992,-29
0,16.72499999999992,-29
0,16.76249999999992,-29
0,16.799999999999923,-28
0,16.837499999999924,-28
0,16.874999999999925,-28
0,16.912499999999927,-27
0,16.94999999999993,-27
0,16.98749999999993,-27
0,17.02499999999993,-26
0,17.062499999999932,-26
0,17.099999999999934,-26
0,17.137499999999935,-26
0,17.174999999999937,-26
0,17.212499999999938,-26
0,17.24999999999994,-26
0,17.28749999999994,-26
0,17.324999999999942,-26
0,17.362499999999944,-26
0,17.399999999999945,-25
0,17.437499999999947,-25
0,17.474999999999948,-25
0,17.51249999999995,-25
0,17.54999999999995,-25
0,17.587499999999952,-25
0,17.624999999999954,-25
0,17.662499999999955,-25
0,17.699999999999957,-25
0,17.737499999999958,-24
0,17.77499999999996,-24
0,17.81249999999996,-23
0,17.849999999999962,-22
0,17.887499999999964,-22
0,17.924999999999965,-22
0,17.962499999999967,-22
0,17.999999999999968,-22
0,18.03749999999997,-22
0,18.07499999999997,-22
0,18.112499999999972,-22
0,18.149999999999974,-22
0,18.187499999999975,-22
0,18.224999999999977,-20
0,18.262499999999978,-20
0,18.29999999999998,-20
0,18.33749999999998,-20
0,18.374999999999982,-20
0,18.412499999999984,-20
0,18.449999999999985,-19
0,18.487499999999986,-19
0,18.524999999999988,-19
0,18.56249999999999,-19
0,18.59999999999999,-19
0,18.637499999999992,-19
0,18.674999999999994,-19
0,18.712499999999995,-19
0,18.749999999999996,-18
0,18.787499999999998,-18
0,18.825,-18
0,18.8625,-16
0,18.900000000000002,-16
0,18.937500000000004,-15
0,18.975000000000005,-15
0,19.012500000000006,-15
0,19.050000000000008,-15
0,19.08750000000001,-15
0,19.12500000000001,-15
0,19.162500000000012,-15
0,19.200000000000014,-15
0,19.237500000000015,-15
0,19.275000000000016,-15
0,19.312500000000018,-15
0,19.35000000000002,-15
0,19.38750000000002,-15
0,19.425000000000022,-15
0,19.462500000000023,-14
0,19.500000000000025,-12
0,19.537500000000026,-12
0,19.575000000000028,-12
0,19.61250000000003,-12
0,19.65000000000003,-12
0,19.687500000000032,-12
0,19.725000000000033,-12
0,19.762500000000035,-12
0,19.800000000000036,-12
0,19.837500000000038,-12
0,19.87500000000004,-12
0,19.91250000000004,-10
0,19.950000000000042,-10
0,19.987500000000043,-10
0,20.025000000000045,-10
0,20.062500000000046,-10
0,20.100000000000048,-9
0,20.13750000000005,-9
0,20.17500000000005,-9
0,20.212500000000052,-9
0,20.250000000000053,-9
0,20.287500000000055,-8
0,20.325000000000056,-8
0,20.362500000000058,-8
0,20.40000000000006,-8
0,20.43750000000006,-8
0,20.475000000000062,-8
0,20.512500000000063,-8
0,20.550000000000065,-8
0,20.587500000000066,-8
0,20.625000000000068,-8
0,20.66250000000007,-7
0,20.70000000000007,-7
0,20.73750000000007,-7
0,20.775000000000073,-6
0,20.812500000000075,-6
0,20.850000000000076,-6
0,20.887500000000077,-6
0,20.92500000000008,-5
0,20.96250000000008,-5
0,21.00000000000008,-4
0,21.037500000000083,-4
0,21.075000000000085,-4
0,21.112500000000086,-4
0,21.150000000000087,-3
0,21.18750000000009,-3
0,21.22500000000009,-3
0,21.26250000000009,-3
0,21.300000000000093,-3
0,21.337500000000095,-3
0,21.375000000000096,-3
0,21.412500000000097,-3
0,21.4500000000001,-3
0,21.4875000000001,-3
0,21.5250000000001,-3
0,21.562500000000103,-3
0,21.600000000000104,-3
0,21.637500000000106,-1
0,21.675000000000107,0
0,21.71250000000011,0
0,21.75000000000011,0
0,21.78750000000011,0
0,21.825000000000113,0
0,21.862500000000114,0
0,21.900000000000116,0
0,21.937500000000117,0
0,21.97500000000012,0
0,22.01250000000012,1
0,22.05000000000012,1
0,22.087500000000123,1
0,22.125000000000124,1
0,22.162500000000126,1
0,22.200000000000127,3
0,22.23750000000013,3
0,22.27500000000013,3
0,22.31250000000013,3
0,22.350000000000133,3
0,22.387500000000134,3
0,22.425000000000136,3
0,22.462500000000137,3
0,22.50000000000014,3
0,22.53750000000014,3
0,22.57500000000014,3
0,22.612500000000143,3
0,22.650000000000144,3
0,22.687500000000146,5
0,22.725000000000147,5
0,22.76250000000015,5
0,22.80000000000015,5
0,22.83750000000015,5
0,22.875000000000153,5
0,22.912500000000154,5
0,22.950000000000156,6
0,22.987500000000157,6
0,23.02500000000016,7
0,23.06250000000016,7
0,23.10000000000016,7
0,23.137500000000163,7
0,23.175000000000164,7
0,23.212500000000166,8
0,23.250000000000167,8
0,23.28750000000017,8
0,23.32500000000017,9
0,23.36250000000017,9
0,23.400000000000173,9
0,23.437500000000174,9
0,23.475000000000176,9
0,23.512500000000177,9
0,23.55000000000018,10
0,23.58750000000018,11
0,23.62500000000018,11
0,23.662500000000183,11
0,23.700000000000184,11
0,23.737500000000185,11
0,23.775000000000187,11
0,23.81250000000019,11
0,23.85000000000019,12
0,23.88750000000019,12
0,23.925000000000193,12
0,23.962500000000194,12
0,24.000000000000195,12
0,24.037500000000197,13
0,24.0750000000002,13
0,24.1125000000002,13
0,24.1500000000002,13
0,24.187500000000203,13
0,24.225000000000204,13
0,24.262500000000205,13
0,24.300000000000207,14
0,24.337500000000208,14
0,24.37500000000021,14
0,24.41250000000021,14
0,24.450000000000212,14
0,24.487500000000214,14
0,24.525000000000215,15
0,24.562500000000217,15
0,24.600000000000218,15
0,24.63750000000022,15
0,24.67500000000022,15
0,24.712500000000222,15
0,24.750000000000224,15
0,24.787500000000225,16
0,24.825000000000227,17
0,24.862500000000228,17
0,24.90000000000023,17
0,24.93750000000023,18
0,24.975000000000232,19
0,25.012500000000234,19
0,25.050000000000235,19
0,25.087500000000237,19
0,25.125000000000238,19
0,25.16250000000024,19
0,25.20000000000024,20
0,25.237500000000242,20
0,25.275000000000244,20
0,25.312500000000245,20
0,25.350000000000247,20
0,25.387500000000248,21
0,25.42500000000025,22
0,25.46250000000025,22
0,25.500000000000252,22
0,25.537500000000254,22
0,25.575000000000255,22
0,25.612500000000257,23
0,25.650000000000258,23
0,25.68750000000026,23
0,25.72500000000026,23
0,25.762500000000262,24
0,25.800000000000264,24
0,25.837500000000265,24
0,25.875000000000266,24
0,25.912500000000268,24
0,25.95000000000027,24
0,25.98750000000027,24
0,26.025000000000272,24
0,26.062500000000274,24
0,26.100000000000275,24
0,26.137500000000276,24
0,26.175000000000278,25
0,26.21250000000028,25
0,26.25000000000028,25
0,26.287500000000282,25
0,26.325000000000284,27
0,26.362500000000285,27
0,26.400000000000286,27
0,26.437500000000288,28
0,26.47500000000029,29
0,26.51250000000029,29
0,26.550000000000292,29
0,26.587500000000293,29
0,26.625000000000295,29
0,26.662500000000296,29
0,26.700000000000298,29
0,26.7375000000003,30
0,26.7750000000003,30
0,26.812500000000302,30
0,26.850000000000303,30
0,26.887500000000305,30
0,26.925000000000306,30
0,26.962500000000308,30
0,27.00000000000031,31
0,27.03750000000031,31
0,27.075000000000312,32
0,27.112500000000313,32
0,27.150000000000315,32
0,27.187500000000316,32
0,27.225000000000318,33
0,27.26250000000032,33
0,27.30000000000032,33
0,27.337500000000322,33
0,27.375000000000323,33
0,27.412500000000325,33
0,27.450000000000326,33
0,27.487500000000328,33
0,27.52500000000033,33
0,27.56250000000033,35
0,27.600000000000332,36
0,27.637500000000333,36
0,27.675000000000335,36
0,27.712500000000336,36
0,27.750000000000338,37
0,27.78750000000034,37
0,27.82500000000034,37
0,27.86250000000034,37
0,27.900000000000343,37
0,27.937500000000345,37
0,27.975000000000346,37
0,28.012500000000347,37
0,28.05000000000035,38
0,28.08750000000035,38
0,28.12500000000035,38
0,28.162500000000353,38
0,28.200000000000355,39
0,28.237500000000356,39
0,28.275000000000357,39
0,28.31250000000036,39
0,28.35000000000036,39
0,28.38750000000036,40
0,28.425000000000363,40
0,28.462500000000365,41
0,28.500000000000366,41
0,28.537500000000367,41
0,28.57500000000037,42
0,28.61250000000037,42
0,28.65000000000037,42
0,28.687500000000373,42
0,28.725000000000374,42
0,28.762500000000376,42
0,28.800000000000377,42
0,28.83750000000038,42
0,28.87500000000038,42
0,28.91250000000038,43
0,28.950000000000383,44
0,28.987500000000384,44
0,29.025000000000386,44
0,29.062500000000387,45
0,29.10000000000039,45
0,29.13750000000039,45
0,29.17500000000039,46
0,29.212500000000393,46
0,29.250000000000394,46
0,29.287500000000396,46
0,29.325000000000397,46
0,29.3625000000004,46
0,29.4000000000004,46
0,29.4375000000004,46
0,29.475000000000403,46
0,29.512500000000404,46
0,29.550000000000406,46
0,29.587500000000407,46
0,29.62500000000041,46
0,29.66250000000041,46
0,29.70000000000041,46
0,29.737500000000413,48
0,29.775000000000414,48
0,29.812500000000416,49
0,29.850000000000417,49
0,29.88750000000042,49
0,29.92500000000042,49
0,29.96250000000042,49
0,30.000000000000423,50
0,30.037500000000424,50
0,30.075000000000426,50
0,30.112500000000427,50
0,30.15000000000043,50
0,30.18750000000043,51
0,30.22500000000043,51
0,30.262500000000433,51
0,30.300000000000434,52
0,30.337500000000436,52
0,30.375000000000437,52
0,30.41250000000044,52
0,30.45000000000044,52
0,30.48750000000044,52
0,30.525000000000443,52
0,30.562500000000444,54
0,30.600000000000446,54
0,30.637500000000447,54
0,30.67500000000045,54
0,30.71250000000045,54
0,30.75000000000045,54
0,30.787500000000453,55
0,30.825000000000454,55
0,30.862500000000455,55
0,30.900000000000457,55
0,30.93750000000046,55
0,30.97500000000046,55
0,31.01250000000046,56
0,31.050000000000463,56
0,31.087500000000464,56
0,31.125000000000465,56
0,31.162500000000467,56
0,31.20000000000047,57
0,31.23750000000047,57
0,31.27500000000047,57
0,31.312500000000473,57
0,31.350000000000474,58
0,31.387500000000475,58
0,31.425000000000477,58
0,31.462500000000478,58
0,31.50000000000048,58
0,31.53750000000048,59
0,31.575000000000482,59
0,31.612500000000484,59
0,31.650000000000485,59
0,31.687500000000487,59
0,31.725000000000488,59
0,31.76250000000049,60
0,31.80000000000049,60
0,31.837500000000492,60
0,31.875000000000494,60
0,31.912500000000495,60
0,31.950000000000497,60
0,31.987500000000498,61
0,32.025000000000496,61
0,32.0625000000005,61
0,32.1000000000005,61
0,32.1375000000005,62
0,32.1750000000005,62
0,32.2125000000005,62
0,32.250000000000504,62
0,32.287500000000506,62
0,32.32500000000051,62
0,32.36250000000051,62
0,32.40000000000051,62
0,32.43750000000051,62
0,32.47500000000051,62
0,32.512500000000514,62
0,32.550000000000516,62
0,32.58750000000052,63
0,32.62500000000052,63
0,32.66250000000052,64
0,32.70000000000052,64
0,32.73750000000052,64
0,32.775000000000524,64
0,32.812500000000526,65
0,32.85000000000053,65
0,32.88750000000053,65
0,32.92500000000053,65
0,32.96250000000053,65
0,33.00000000000053,66
0,33.037500000000534,66
0,33.075000000000536,66
0,33.11250000000054,66
0,33.15000000000054,66
0,33.18750000000054,66
0,33.22500000000054,66
0,33.26250000000054,66
0,33.300000000000544,66
0,33.337500000000546,67
0,33.37500000000055,68
0,33.41250000000055,68
0,33.45000000000055,68
0,33.48750000000055,70
0,33.52500000000055,70
0,33.562500000000554,70
0,33.600000000000556,70
0,33.63750000000056,70
0,33.67500000000056,70
0,33.71250000000056,70
0,33.75000000000056,70
0,33.78750000000056,70
0,33.825000000000564,70
0,33.862500000000566,71
0,33.90000000000057,71
0,33.93750000000057,71
0,33.97500000000057,71
0,34.01250000000057,71
0,34.05000000000057,71
0,34.087500000000574,71
0,34.125000000000576,72
0,34.16250000000058,72
0,34.20000000000058,72
0,34.23750000000058,73
0,34.27500000000058,73
0,34.31250000000058,73
0,34.350000000000584,74
0,34.387500000000585,74
0,34.42500000000059,74
0,34.46250000000059,74
0,34.50000000000059,74
0,34.53750000000059,74
0,34.57500000000059,74
0,34.612500000000594,74
0,34.650000000000595,74
0,34.6875000000006,74
0,34.7250000000006,74
0,34.7625000000006,74
0,34.8000000000006,74
0,34.8375000000006,76
0,34.875000000000604,76
0,34.912500000000605,76
0,34.95000000000061,76
0,34.98750000000061,76
0,35.02500000000061,76
0,35.06250000000061,76
0,35.10000000000061,77
0,35.137500000000614,77
0,35.175000000000615,77
0,35.21250000000062,78
0,35.25000000000062,79
0,35.28750000000062,79
0,35.32500000000062,79
0,35.36250000000062,79
0,35.400000000000624,79
0,35.437500000000625,79
0,35.47500000000063,79
0,35.51250000000063,79
0,35.55000000000063,79
0,35.58750000000063,79
0,35.62500000000063,80
0,35.662500000000634,80
0,35.700000000000635,81
0,35.73750000000064,81
0,35.77500000000064,81
0,35.81250000000064,82
0,35.85000000000064,83
0,35.88750000000064,83
0,35.925000000000644,83
0,35.962500000000645,83
0,36.00000000000065,83
0,36.03750000000065,84
0,36.07500000000065,84
0,36.11250000000065,84
0,36.15000000000065,84
0,36.187500000000654,84
0,36.225000000000655,85
0,36.26250000000066,85
0,36.30000000000066,86
0,36.33750000000066,86
0,36.37500000000066,86
0,36.41250000000066,86
0,36.450000000000664,86
0,36.487500000000665,86
0,36.52500000000067,86
0,36.56250000000067,87
0,36.60000000000067,87
0,36.63750000000067,88
0,36.67500000000067,88
0,36.712500000000674,88
0,36.750000000000675,88
0,36.787500000000676,89
0,36.82500000000068,89
0,36.86250000000068,89
0,36.90000000000068,90
0,36.93750000000068,90
0,36.97500000000068,90
0,37.012500000000685,90
0,37.050000000000686,90
0,37.08750000000069,90
0,37.12500000000069,91
0,37.16250000000069,91
0,37.20000000000069,91
0,37.23750000000069,91
0,37.275000000000695,91
0,37.312500000000696,91
0,37.3500000000007,91
0,37.3875000000007,91
0,37.4250000000007,92
0,37.4625000000007,93
0,37.5000000000007,93
0,37.537500000000705,94
0,37.575000000000706,95
0,37.61250000000071,95
0,37.65000000000071,95
0,37.68750000000071,95
0,37.72500000000071,95
0,37.76250000000071,95
0,37.800000000000715,95
0,37.837500000000716,95
0,37.87500000000072,95
0,37.91250000000072,95
0,37.95000000000072,96
0,37.98750000000072,96
0,38.02500000000072,96
0,38.062500000000725,96
0,38.100000000000726,96
0,38.13750000000073,96
0,38.17500000000073,96
0,38.21250000000073,96
0,38.25000000000073,96
0,38.28750000000073,96
0,38.325000000000735,97
0,38.362500000000736,97
0,38.40000000000074,98
0,38.43750000000074,98
0,38.47500000000074,98
0,38.51250000000074,98
0,38.55000000000074,98
0,38.587500000000745,98
0,38.625000000000746,99
0,38.66250000000075,99
0,38.70000000000075,99
0,38.73750000000075,99
0,38.77500000000075,99
0,38.81250000000075,99
0,38.850000000000755,100
0,38.887500000000756,100
0,38.92500000000076,100
0,38.96250000000076,100
0,39.00000000000076,100
0,39.03750000000076,101
0,39.07500000000076,101
0,39.112500000000765,101
0,39.150000000000766,101
0,39.18750000000077,101
0,39.22500000000077,102
0,39.26250000000077,102
0,39.30000000000077,103
0,39.33750000000077,103
0,39.375000000000774,103
0,39.412500000000776,103
0,39.45000000000078,103
0,39.48750000000078,103
0,39.52500000000078,104
0,39.56250000000078,105
0,39.60000000000078,105
0,39.637500000000784,105
0,39.675000000000786,105
0,39.71250000000079,105
0,39.75000000000079,105
0,39.78750000000079,105
0,39.82500000000079,105
0,39.86250000000079,105
0,39.900000000000794,105
0,39.937500000000796,106
0,39.9750000000008,107
0,40.0125000000008,108
0,40.0500000000008,108
0,40.0875000000008,108
0,40.1250000000008,108
0,40.162500000000804,108
0,40.200000000000806,108
0,40.23750000000081,109
0,40.27500000000081,109
0,40.31250000000081,109
0,40.35000000000081,109
0,40.38750000000081,109
0,40.425000000000814,109
0,40.462500000000816,109
0,40.50000000000082,109
0,40.53750000000082,109
0,40.57500000000082,110
0,40.61250000000082,111
0,40.65000000000082,111
0,40.687500000000824,111
0,40.725000000000826,111
0,40.76250000000083,111
0,40.80000000000083,111
0,40.83750000000083,112
0,40.87500000000083,112
0,40.91250000000083,112
0,40.950000000000834,113
0,40.987500000000836,113
0,41.02500000000084,113
0,41.06250000000084,114
0,41.10000000000084,114
0,41.13750000000084,114
0,41.17500000000084,115
0,41.212500000000844,115
0,41.250000000000846,115
0,41.28750000000085,115
0,41.32500000000085,115
0,41.36250000000085,115
0,41.40000000000085,116
0,41.43750000000085,116
0,41.475000000000854,116
0,41.512500000000855,116
0,41.55000000000086,117
0,41.58750000000086,117
0,41.62500000000086,117
0,41.66250000000086,117
0,41.70000000000086,118
0,41.737500000000864,118
